Region,City,Year,CAP,DGO,GAS,HSO,HSW,HFO,KJF,LPG,LSO,LSW,MSO,MSW,NAP,Configuration
FSU,Fergana,2020,106,,,0,0,,,,0,0,38.53211,0,,Config_15
FSU,Karakalpak,2009,1.4,0.09999999,0.2,0,0,0.09999999,0,0,0,0,0.5,0,0,Config_0
FSU,Karakalpak,2010,1.4,0.09999999,0.2,0,0,0.09999999,0,0,0,0,0.5,0,0,Config_0
FSU,Karakalpak,2011,1.4,0.09999999,0.2,0,0,0.09999999,0,0,0,0,0.5,0,0,Config_0
FSU,Karakalpak,2012,1.4,0.09999999,0.2,0,0,0.09999999,0,0,0,0,0.5,0,0,Config_0
FSU,Karakalpak,2013,1.4,0.3,0.4,0,0,0.3,0.09999999,0,0,0,1,0,0,Config_0
FSU,Karakalpak,2014,1.4,0.3,0.4,0,0,0.3,0.09999999,0,0,0,1,0,0,Config_0
FSU,Karakalpak,2015,1.4,0.3,0.4,0,0,0.3,0.09999999,0,0,0,1,0,0,Config_0
FSU,Karakalpak,2016,1.4,0.3,0.4,0,0,0.3,0.09999999,0,0,0,1,0,0,Config_0
FSU,Karakalpak,2017,1.4,0.3037507,0.3964397,0,0,0.3,0.09531162,0,0,0,1,0,0,Config_0
FSU,Karakalpak,2018,1.4,0.2994738,0.3993073,0,0,0.3476649,0.0952848,0,0,0,1,0,0,Config_0
FSU,Karakalpak,2019,1.4,0.4179252,0.5495055,0,0,0.4025851,0.1311259,0,0,0,1.376147,0,0,Config_0
FSU,Karakalpak,2020,1.4,,,0,0,,,,0,0,1.376147,0,,Config_0
FSU,Oltiarig,2005,66.271,4.098589,2.399174,0,0,2.49914,0.6997591,0.1999312,0,0,9.916586,0,0,Config_0
FSU,Oltiarig,2006,66.271,3.697982,2.298746,0,0,2.198801,0.5996729,0.199891,0,0,9.05506,0,0,Config_0
FSU,Oltiarig,2007,66.271,3.999999,2.9,0,0,1.799999,0.7,0.2,0,0,9.6,0,0,Config_0
FSU,Oltiarig,2008,66.271,3.6,3.5,0,0,1.4,0.6,0.09999999,0,0,9.3,0,0,Config_0
FSU,Oltiarig,2009,66.271,3.3,3.5,0,0,1.2,0.5,0.09999999,0,0,8.55,0,0,Config_0
FSU,Oltiarig,2010,66.271,4.6,4.8,0,0,1.6,0.7,0.2,0,0,11.85,0,0,Config_0
FSU,Oltiarig,2011,66.271,4.2,4.3,0,0,1.4,0.7,0.2,0,0,10.8,0,0,Config_0
FSU,Oltiarig,2012,66.271,3.9,4.1,0,0,1,0.6,0.09999999,0,0,9.75,0,0,Config_0
FSU,Oltiarig,2013,66.271,3.7,3.8,0,0,0.8,0.6,0.09999999,0,0,9,0,0,Config_0
FSU,Oltiarig,2014,66.271,3.601974,3.702029,0,0,0.8004386,0.6003289,0.1000548,0,0,8.74479,0,0,Config_0
FSU,Oltiarig,2015,66.271,3.329999,3.419999,0,0,0.7199998,0.54,0.08999998,0,0,8.1,0,0,Config_0
FSU,Oltiarig,2016,66.271,2.898333,2.976666,0,0,0.6266667,0.47,0.07833333,0,0,7.05,0,0,Config_0
FSU,Oltiarig,2017,66.271,3.121882,3.138481,0,0,0.6666667,0.4765581,0.08333334,0,0,7.5,0,0,Config_0
FSU,Oltiarig,2018,66.271,2.89325,2.971512,0,0,0.7262334,0.4478385,0.06938272,0,0,7.05,0,0,Config_0
FSU,Oltiarig,2019,66.271,4.037621,4.089237,0,0,0.8409556,0.6162915,0.1072866,0,0,9.701835,0,0.02395584,Config_0
FSU,Oltiarig,2020,66.271,,,0,0,,,,0,0,9.701835,0,,Config_0
FSU,Surkhandarya,2013,2.6,0,0,0,0,0,0,0,0,0,0,0,0,Config_1
FSU,Surkhandarya,2014,2.6,0,0,0,0,0,0,0,0,0,0,0,0,Config_1
FSU,Surkhandarya,2015,2.6,0,0,0,0,0,0,0,0,0,0,0,0,Config_1
FSU,Surkhandarya,2016,2.6,0,0,0,0,0,0,0,0,0,0,0,0,Config_1
FSU,Surkhandarya,2017,3.25,0,0,0,0,0,0,0,0,0,0,0,0,Config_1
FSU,Surkhandarya,2018,5.2,0,0,0,0,0,0,0,0,0,0,0,0,Config_1
FSU,Surkhandarya,2019,5.2,0,0,0,0,0,0,0,0,0,0,0,0,Config_1
FSU,Surkhandarya,2020,5.2,,,0,0,,,,0,0,0,0,,Config_1
Japan,Aichi,2005,160,41.7,49.7,0.6513277,0,3.6,21,-4.4,74.50778,4.390234,42.76655,1.524106,13.6,Config_6
Japan,Aichi,2006,160,42.7,51.8,0.6984521,0,6.6,22.7,-4.5,79.89853,4.707873,45.86077,1.634378,15,Config_6
Japan,Aichi,2007,160,43.80314,52.9038,0.7321125,0,9.20066,23.50169,-4.800345,83.74906,4.934759,48.07093,1.713143,16.30117,Config_6
Japan,Aichi,2008,160,45.00327,52.80384,0.7245389,0,8.100589,23.20168,-5.200377,82.88269,4.883709,47.57364,1.695421,15.50113,Config_6
Japan,Aichi,2009,160,37.39676,46.99592,0.6058862,0,2.999739,18.99835,-4.5996,75.61871,9.131257,28.42637,1.417773,14.59873,Config_6
Japan,Aichi,2010,160,38.99945,52.39927,3.209255,3.120988,5.599921,20.69971,-5.399924,45.5762,11.77425,55.10083,6.896711,14.79979,Config_6
Japan,Aichi,2011,160,39.90297,46.50346,3.630033,3.482212,12.50093,21.20158,-3.800283,49.21328,12.98016,51.53216,7.111679,13.10098,Config_6
Japan,Aichi,2012,160,38.5,43.2,3.06631,3.305294,12.2,20,-3.5,44.01464,13.44644,47.90451,10.2628,12.4,Config_6
Japan,Aichi,2013,160,39.90564,43.10609,3.072593,3.312067,9.301315,20.20286,-3.000424,44.10483,13.474,46.00268,11.85105,13.10185,Config_6
Japan,Aichi,2014,175,48.5008,51.90086,3.049613,3.292847,8.700144,24.60041,-3.500058,55.46947,11.41306,54.59819,16.55921,14.30024,Config_6
Japan,Aichi,2015,175,48.70336,52.60363,2.153345,3.618499,6.900476,24.10166,-3.400234,56.56083,10.88206,56.52035,15.26492,15.00103,Config_6
Japan,Aichi,2016,175,48.99673,54.19638,1.630303,2.109662,7.79948,24.89834,-3.199787,58.50687,10.1885,66.88583,10.67884,16.29891,Config_6
Japan,Aichi,2017,160,46.1,50.9,1.060702,1.751388,6.93832,23.4,-3,61.44198,9.726838,57.37197,9.64711,14.84608,Config_6
Japan,Aichi,2018,160,44.99964,46.32316,1.008904,1.665862,6.483905,22.96773,-2.874309,65,7.443726,54.5703,4,14.06663,Config_6
Japan,Aichi,2019,160,44.16787,46.27431,0.7995059,1.859455,5.772647,23.80775,-2.43623,67,8.764782,50.85115,4,13.87198,Config_6
Japan,Aichi,2020,160,,,0.09683689,2.0095,,,,56,5.218873,42.62833,3,,Config_6
Japan,Chiba,2005,239.999989,49.90342,38.802663,0,0,34.502373,32.102198,14.600998,97.63477,5.474624,86.3336,0,17.301187,Config_11
Japan,Chiba,2006,239.999989,49.89989,40.4999,0,0,36.099911,33.299923,14.399963,101.47818,3.3192438,89.73212,0,18.199961,Config_11
Japan,Chiba,2007,239.999989,46.298662,36.698939,0,0,29.99913,29.499153,13.499609,90.1628,5.055652,79.72649,0,17.499495,Config_11
Japan,Chiba,2008,239.999989,50.39899,39.999192,0,0,32.399344,31.199369,13.299734,95.33788,5.345831,84.30255,0,16.799659,Config_11
Japan,Chiba,2009,239.999989,46.298992,39.79913,0,0,29.899345,29.599357,14.199696,92.52899,5.18833,81.81879,0,17.69962,Config_11
Japan,Chiba,2010,219.999989,47.599634,41.999683,0,0,24.999811,28.799785,13.399899,67.68123,16.45154,80.98949,9.636413,15.799885,Config_11
Japan,Chiba,2011,0.001,8.399535,7.899563,0,0,7.799569,5.699684,1.7999003,17.646806,3.5993901,11.289831,1.9720632,2.699851,Config_0
Japan,Chiba,2012,90.0010075,14.597514,13.397726,0,0,5.099133,9.098453,5.898997,25.376728,6.225076,19.177562,4.7511982,5.799014,Config_1
Japan,Chiba,2013,205.0010108,26.699937,23.499948,0,0,16.299962,17.799961,9.399977,55.61782,3.6793535,48.022576,0,10.499975,Config_11
Japan,Chiba,2014,230.001011,44.298044,41.598168,0,0,27.398789,29.798687,14.499357,89.82045,5.316818,79.84503,0,15.699306,Config_11
Japan,Chiba,2015,220.001011,44.098132,41.798232,0,0,25.198939,28.898776,14.599382,87.32554,5.401212,81.1759,0,16.399306,Config_11
Japan,Chiba,2016,225.001011,45.99971,43.499723,0,0,31.399799,31.49981,14.899911,97.64293,5.475081,86.3408,0,18.099886,Config_11
Japan,Chiba,2017,192.7510118,39.659987,37.562097,0,0,25.826312,27.172577,12.886996,84.43682,4.7345821,74.6633,0,15.12192,Config_11
Japan,Chiba,2018,177.001012,37.156768,36.738509,0,0,24.925758,25.444066,12.290403,80.99999,2.3369457,71.01721,0,13.354949,Config_11
Japan,Chiba,2019,177.001012,37.95822,34.568384,0,0,23.323043,26.176162,11.576472,83.04447,2.2228245,67.54919,0,14.309192,Config_11
Japan,Chiba,2020,177.001012,,,0,0,,,,78.98912,0.11427609,47.250519,0,,Config_11
Japan,Chiba,2005,175,54.7002,43.40017,0,2.18891,23.90009,29.60011,7.000026,89.41434,32.61131,50.5261,0,17.30006,Config_16
Japan,Chiba,2006,175,53.8038,44.30312,0,2.191812,23.20164,29.90211,7.000494,89.5329,32.65455,50.59309,0,18.00127,Config_16
Japan,Chiba,2007,175,53.20129,43.70106,0,2.174423,24.7006,29.30071,6.300153,88.82259,32.39549,50.19171,0,18.60045,Config_16
Japan,Chiba,2008,175,52.5,41.9,0,2.054366,22.7,27.6,5.1,83.91837,30.60682,47.42044,0,16.4,Config_16
Japan,Chiba,2009,175,43.90034,35.90028,0,1.711275,15.90012,22.50018,4.100032,69.90353,25.4953,39.50096,0,13.80011,Config_16
Japan,Chiba,2010,175,42.90086,40.1008,0,3.575976,20.40041,23.80048,4.300086,52.22044,13.49074,67.1336,7.902135,13.00026,Config_16
Japan,Chiba,2011,175,42.70124,41.60121,0,4.082326,23.20068,24.80072,4.900143,57.69456,15.21713,64.41307,8.337287,13.40039,Config_16
Japan,Chiba,2012,175,39.29752,38.19759,0,3.847145,25.69838,23.39852,4.299729,51.23015,15.65078,59.75771,11.94523,12.39922,Config_16
Japan,Chiba,2013,175,41.20195,38.80183,0,3.90133,22.90108,24.00113,4.900231,51.9517,15.87121,58.54304,13.95953,13.40063,Config_16
Japan,Chiba,2014,152,40.09916,36.39924,0,3.03853,18.79961,22.69953,4.299911,51.1854,10.53159,53.3814,15.2803,11.09977,Config_16
Japan,Chiba,2015,152,39.49982,35.79984,0,3.244171,16.59993,21.5999,4.099982,50.70971,9.756329,52.67342,13.68579,11.39995,Config_16
Japan,Chiba,2016,152,38.1,34.7,1.41293,1.828374,17.5,21.6,5.5,50.70596,8.830029,57.96772,9.254993,12,Config_16
Japan,Chiba,2017,129,35.1,32,0.9027253,1.490543,15.30232,19.9,5,52.29105,8.27816,48.82722,8.210306,10.77068,Config_16
Japan,Chiba,2018,129,34.89223,30.02448,0.8586421,1.417755,14.61268,19.33179,5.055415,53,4.632958,46.44281,7.809368,9.705522,Config_16
Japan,Chiba,2019,129,34.69011,29.22552,0.6804306,1.582514,14.26808,19.54805,4.403471,61,5.757261,38.27758,6.128336,10.86347,Config_16
Japan,Chiba,2020,129,,,0.08241437,1.710213,,,,48,3.59053,36.27943,3.237283,,Config_16
Japan,Chiba,2005,220.4,52.59691,41.19758,0.8955755,0,5.899654,28.8983,14.69914,102.4482,6.036571,58.804,2.095646,17.19899,Config_18
Japan,Chiba,2006,220.4,54.3,44.3,0.9603717,0,8.6,31.2,14.6,109.8605,6.473326,63.05855,2.247269,18.6,Config_18
Japan,Chiba,2007,220.4,56.19706,45.8976,1.006655,0,13.3993,32.29831,14.29925,115.1549,6.785293,66.09753,2.355571,19.99895,Config_18
Japan,Chiba,2008,220.4,57.8,46.5,0.996241,0,13,31.9,13.7,113.9637,6.7151,65.41376,2.331204,18.5,Config_18
Japan,Chiba,2009,220.4,48.9969,41.39739,0.8330935,0,1.199924,26.09835,13.99912,103.9757,12.55548,39.08626,1.949439,17.59889,Config_18
Japan,Chiba,2010,220.4,52.00227,46.30202,3.412725,3.291358,5.200228,28.50125,13.8006,64.66727,16.18959,75.76364,9.482978,16.90074,Config_18
Japan,Chiba,2011,220.4,47.99744,45.19759,3.991295,3.788041,15.69916,29.19844,12.79932,69.66826,17.84772,70.85672,9.778559,16.19913,Config_18
Japan,Chiba,2012,220.4,43.5,41.1,4.216176,4.544779,19,27.5,12.2,60.52013,18.48886,65.86871,14.11135,15,Config_18
Japan,Chiba,2013,220.4,46.10238,42.20218,4.224816,4.554092,15.20078,28.00144,13.6007,60.64414,18.52674,64.00368,16.2952,16.60086,Config_18
Japan,Chiba,2014,220.4,51.1998,46.79981,3.8338,4.139579,15.09994,30.89988,14.99994,69.73305,14.34784,68.63773,20.8173,16.49994,Config_18
Japan,Chiba,2015,205.4,49.30281,45.70261,2.598864,4.367154,11.70067,29.10166,14.70084,68.26307,13.13352,68.21422,18.42318,16.80096,Config_18
Japan,Chiba,2016,200.4,47.8,44.7,1.902021,2.461273,12.5,29.1,14.8,68.25802,11.88658,78.03347,12.45865,17.8,Config_18
Japan,Chiba,2017,190.000001,45.6,42.7,1.256293,2.074339,11.31041,27.8,14.1,72.77171,11.52044,67.95121,11.42601,16.49564,Config_18
Japan,Chiba,2018,190.000001,45.14693,40.79087,1.194944,1.973042,10.53599,26.52849,12.96184,78,8.447534,64.6329,5,15.12626,Config_18
Japan,Chiba,2019,190.000001,45.81367,41.14247,0.9469325,2.202333,9.439329,25.92904,12.7654,79,10.01219,60.22797,5,14.66957,Config_18
Japan,Chiba,2020,190.000001,,,0.1146933,2.380046,,,,67,5.996821,50.48887,3,,Config_18
Japan,Hokkaido,2005,134,40.39455,24.49669,0.545487,0,5.699231,17.59762,9.498716,62.40027,3.67682,35.81699,1.276439,10.59857,Config_16
Japan,Hokkaido,2006,134,41.9,26.9,0.5849537,0,6.7,19,9.9,66.91502,3.942843,38.40839,1.368791,11.8,Config_16
Japan,Hokkaido,2007,134,43.30371,28.30243,0.6131443,0,7.800669,19.70169,10.00086,70.13984,4.13286,40.2594,1.434757,12.8011,Config_16
Japan,Hokkaido,2008,134,44.10152,28.40098,0.6068014,0,7.300252,19.50068,9.500329,69.41425,4.090106,39.84292,1.419915,11.80041,Config_16
Japan,Hokkaido,2009,134,36.59621,24.19749,0.5074297,0,4.899492,15.89835,8.699098,63.33067,7.647427,23.80708,1.187385,10.5989,Config_16
Japan,Hokkaido,2010,134,38.69835,27.59883,2.687751,2.613827,7.099698,17.39926,8.899621,38.17007,9.860934,46.14694,5.775995,10.29956,Config_16
Japan,Hokkaido,2011,134,42.09518,25.99702,3.040152,2.916352,8.399037,17.79796,7.699118,41.21612,10.87089,43.15818,5.956031,9.398923,Config_16
Japan,Hokkaido,2012,134,41.1,24.9,2.683021,2.892132,10.1,17.5,7.7,38.51281,11.76564,41.91645,8.97995,9.2,Config_16
Japan,Hokkaido,2013,134,42.50002,25.10002,2.688519,2.898059,7.700005,17.80001,8.100006,38.59173,11.78975,41.00234,10.36967,9.900006,Config_16
Japan,Hokkaido,2014,153.99999,51.70264,32.50166,2.788218,3.010603,7.400379,22.50115,10.30053,50.71494,10.43479,49.91834,15.13985,11.40058,Config_16
Japan,Hokkaido,2015,153.99999,52.7039,33.8025,2.004838,3.368947,6.000444,22.40166,10.70079,52.66008,10.13157,52.62239,14.21216,12.30091,Config_16
Japan,Hokkaido,2016,153.99999,53.09621,34.39754,1.521616,1.969018,6.799514,23.29833,11.09921,54.60641,9.509262,62.42677,9.966916,13.59903,Config_16
Japan,Hokkaido,2017,149.99999,50,32.4,0.9929979,1.639598,6.082911,21.9,10.5,57.52015,9.105976,53.70993,9.031337,12.42025,Config_16
Japan,Hokkaido,2018,149.99999,48.17597,31.5601,0.9445063,1.55953,4.87667,21.17495,10.8443,61,7.096253,51.08709,4,11.42232,Config_16
Japan,Hokkaido,2019,149.99999,47.77013,31.01586,0.7484736,1.740766,5.000541,21.43848,9.050726,62,8.332987,47.60534,4,12.21636,Config_16
Japan,Hokkaido,2020,149.99999,,,0.09065581,1.881234,,,,52,4.949583,39.90737,3,,Config_16
Japan,Kashima,2008,60,10.3,15.3,0,0,1.4,8.6,1.8,0,51,0,0,13.1,Config_0
Japan,Kashima,2009,60.875,9.2,17.3,0,0,0.9,9,2.3,0,54.4,0,0,15.3,Config_0
Japan,Kashima,2010,63.5,8.7,19.3,0,0,0,9,2.1,0,54.4,0,0,15.7,Config_0
Japan,Kashima,2011,63.5,8.1,19.3,0,0,0,9,2.1,0,54.4,0,0,15.6,Config_0
Japan,Kashima,2012,63.5,7.5,18.9,0,0,0.6,8.9,2.1,0,54.4,0,0,15.6,Config_0
Japan,Kashima,2013,63.5,8.1,18.9,0,0,0,9,2.3,0,54.4,0,0,16,Config_0
Japan,Kashima,2014,63.5,8.6,19.2,0,0,0,9.3,2.4,0,54.4,0,0,15.5,Config_0
Japan,Kashima,2015,63.5,8.6,19.4,0,0,0,9,2.5,0,54.4,0,0,15.8,Config_0
Japan,Kashima,2016,63.5,6.7,15.2,0,0,0,7.4,2.3,0,44.8,0,0,13.2,Config_0
Japan,Kashima,2017,35,6.670222,15.132449,0,0,0,7.367111,2.2897775,0,44.8,0,0,12.751461,Config_0
Japan,Kashima,2018,35,6.6779,14.6028,0,0,0,7.2541,2.0482863,0,42.999999,0,0,12.022673,Config_0
Japan,Kashima,2019,35,6.754914,14.029449,0,0,0,7.350636,2.0022139,0,42,0,0,11.739669,Config_0
Japan,Kashima,2020,35,,,0,0,,,,0,35,0,0,,Config_0
Japan,Kashima (2),2005,190,54.39933,46.19944,0,2.221652,49.0994,37.19955,12.19985,95.27656,5.922865,104.8803,11.22594,18.19978,Config_6
Japan,Kashima (2),2006,192.375,51.50152,45.10133,0,2.113456,44.1013,35.70105,11.80035,90.63651,5.634417,99.77254,10.67923,18.20054,Config_6
Japan,Kashima (2),2007,199.5,51.59984,44.69986,0,2.096689,44.69986,34.99989,11.19997,89.91745,5.589716,98.981,10.59451,18.79994,Config_6
Japan,Kashima (2),2008,199.5,53.00267,45.60229,0,2.091246,43.30218,34.60174,10.60053,89.68403,3.883968,98.72406,10.56701,17.10086,Config_6
Japan,Kashima (2),2009,199.5,46.2012,42.70111,0,1.873392,34.6009,30.50079,11.5003,80.34126,4.994413,88.43954,9.466195,17.20045,Config_6
Japan,Kashima (2),2010,183.75,39.09719,36.49739,3.56552,3.467454,14.49896,22.99835,10.09928,50.6357,13.08133,61.21767,7.662328,13.19905,Config_6
Japan,Kashima (2),2011,178.5,34.1,34.4,3.725088,3.573396,15.7,21.8,9.9,50.50198,13.32006,52.88158,7.297905,12.6,Config_6
Japan,Kashima (2),2012,178.5,44.20276,38.90243,4.02139,4.334812,24.0015,26.20164,10.50066,57.72411,17.63468,62.8256,13.45941,14.00087,Config_6
Japan,Kashima (2),2013,178.5,46.10322,38.90272,4.02139,4.334812,20.50143,26.60185,11.10077,57.72411,17.63468,60.8256,15.51058,15.00105,Config_6
Japan,Kashima (2),2014,178.5,44.6,37.7,3.168267,3.420964,15.4,25.5,11.2,57.62767,11.85711,56.72249,17.2035,13.2,Config_6
Japan,Kashima (2),2015,178.5,47.3,40.1,2.376104,3.992826,14.9,26.6,11.5,62.41195,12.00779,62.36728,16.84405,14.4,Config_6
Japan,Kashima (2),2016,178.5,45.9,39.2,1.73899,2.250306,16.4,26.6,11.5,62.40733,10.86773,71.34489,11.39076,15.2,Config_6
Japan,Kashima (2),2017,162,45.3,38.7,1.188589,1.962549,15.39737,26.3,11.3,68.84988,10.89958,64.28917,10.81024,14.65201,Config_6
Japan,Kashima (2),2018,162,42.41681,36.07158,1.130545,1.86671,16.12426,24.86518,10.06551,71,10.36731,61.1497,4,13.35735,Config_6
Japan,Kashima (2),2019,162,43.64419,35.26088,0.8959003,2.083644,14.18012,25.63611,10.00392,71,10.23272,60.42982,4,14.22836,Config_6
Japan,Kashima (2),2020,165,,,0.1085122,2.25178,,,,63,6.135751,47.76791,3,,Config_6
Japan,Kawasaki,2005,334.86,102.3007,92.60065,9.49195,1.35436,17.90013,48.30033,-1.800012,148.3416,63.8679,38.22031,23.2059,27.20019,Config_32
Japan,Kawasaki,2006,334.86,91.19785,82.79806,8.525078,1.216402,14.59966,43.69897,-1.899955,133.2312,57.36217,34.3271,20.84209,25.5994,Config_32
Japan,Kawasaki,2007,334.86,88.40215,80.00194,8.232527,1.174659,14.80036,41.70102,-3.30008,128.6591,55.3937,33.14911,20.12686,25.90063,Config_32
Japan,Kawasaki,2008,334.86,82.60059,71.30051,7.632781,1.089084,12.40009,37.40027,-3.400024,119.2862,44.24871,30.73417,18.66061,21.90016,Config_32
Japan,Kawasaki,2009,334.86,84.59958,79.9996,7.968409,1.136974,11.19994,39.0998,-3.099984,123.0701,65.79436,19.90781,19.48115,25.49987,Config_32
Japan,Kawasaki,2010,334.86,77.30291,76.80289,10.0049,5.839738,22.60085,38.80146,-3.100116,85.27847,22.03102,99.10017,12.90456,22.70085,Config_32
Japan,Kawasaki,2011,331.86,71.89891,71.69891,10.32206,6.064612,23.49964,36.99944,-2.59996,87.70973,18.60622,87.74829,12.38568,21.39967,Config_32
Japan,Kawasaki,2012,330.86,71.99612,72.09612,9.795768,6.247481,28.89844,37.79796,-2.399871,85.194,21.41571,88.54643,19.39817,21.89882,Config_32
Japan,Kawasaki,2013,263.86,76.80112,74.10108,9.948622,6.41225,24.40036,39.30058,-1.800026,87.38813,22.08602,87.93448,22.94396,23.90035,Config_32
Japan,Kawasaki,2014,263.86,70.09718,63.79742,10.39897,4.749829,18.69925,35.29858,-0.2999879,80.01299,9.747517,78.75619,23.88615,19.09923,Config_32
Japan,Kawasaki,2015,257.86,69.79863,63.59874,8.05521,5.134001,15.69969,34.19933,0,80.24968,10.22663,80.19225,21.65818,19.79961,Config_32
Japan,Kawasaki,2016,257.86,67.00101,62.00094,8.203238,2.851058,16.40025,33.70051,0.8000121,79.06786,7.757809,90.39141,14.43169,20.60031,Config_32
Japan,Kawasaki,2017,235,71.72186,66.42024,1.632851,2.696097,16.7331,36.111,0.9002743,94.58411,14.97355,88.31873,14.85081,21.35381,Config_32
Japan,Kawasaki,2018,235,68.92614,63.35427,1.553113,2.564437,15.47743,35.30917,1.052465,96,14.24234,84.00581,8,19.90065,Config_32
Japan,Kawasaki,2019,235,68.2645,60.32251,1.230764,2.862454,17.18594,34.5212,0.8677992,102,14.05744,76.28055,8,21.2083,Config_32
Japan,Kawasaki,2020,241,,,0.1490712,3.093436,,,,87,8.429131,65.62228,3,,Config_32
Japan,Kawasaki,2005,-2.30E-07,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
Japan,Kawasaki,2006,-2.30E-07,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
Japan,Kawasaki,2007,-2.30E-07,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
Japan,Kawasaki,2008,-2.30E-07,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
Japan,Kawasaki,2009,-2.30E-07,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
Japan,Kawasaki,2010,-2.30E-07,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
Japan,Kawasaki,2011,-2.30E-07,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
Japan,Kawasaki,2012,-2.30E-07,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
Japan,Kawasaki,2013,-2.30E-07,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
Japan,Kawasaki,2014,-2.30E-07,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
Japan,Kawasaki,2015,-2.30E-07,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
Japan,Kawasaki,2016,-2.30E-07,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
Japan,Kawasaki,2017,-2.30E-07,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
Japan,Kawasaki,2018,-2.30E-07,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
Japan,Kawasaki,2019,-2.30E-07,0,0,0,0,0,0,0,0,0,0,0,0,Config_0
Japan,Kawasaki,2020,-2.30E-07,,,0,0,,,,0,0,0,0,,Config_0
Japan,Keihin,2005,179.69,55.89882,42.3991,4,0,15.099681,30.29936,17.899621,63.74821,15.996842,94.68116,0,16.299654,Config_25
Japan,Keihin,2006,179.69,53.29649,42.89718,4,0,12.099205,29.39807,17.298863,61.47679,15.426855,91.16504,0,15.498982,Config_25
Japan,Keihin,2007,179.69,54.50002,44.60002,4,0,13.600007,30.00002,16.900009,63.42447,15.915603,94.18002,0,15.800009,Config_25
Japan,Keihin,2008,179.69,53.69751,43.99796,4,0,9.099579,27.8987,16.099254,59.04858,14.817527,87.40623,0,12.899401,Config_25
Japan,Keihin,2009,179.69,49.70018,44.80016,4,0,8.60003,26.4001,16.900058,57.34372,14.389713,84.76713,0,13.000045,Config_25
Japan,Keihin,2010,179.69,49.69903,44.79912,7.966094,3.857012,5.899885,25.5995,16.599675,56.32445,14.550975,64.09527,8.523164,11.099784,Config_25
Japan,Keihin,2011,119.69,40.4,37.9,7.546352,3.401939,4.1,20.7,14.3,48.0788,12.68094,46.34423,6.947739,8.699999,Config_25
Japan,Keihin,2012,59.69,15.397434,22.19631,5.508022,1.6255544,2.999499,9.798368,7.598733,21.64654,6.613005,19.559598,5.047278,1.5997332,Config_25
Japan,Keihin,2013,64.850001,16.90132,22.70178,5.558288,1.6797395,1.6001252,10.300805,8.000625,22.36809,6.833437,19.344919,6.010351,2.200172,Config_25
Japan,Keihin,2014,70.010002,17.099969,22.99996,6.269206,1.3704357,1.3999974,10.39998,7.899985,23.08561,4.749951,18.722987,6.891709,1.4999972,Config_25
Japan,Keihin,2015,70.010002,17.399999,23.5,4.920741,1.54722,0.7,10.3,8,24.18463,4.653018,20.16732,6.527068,1.8999999,Config_25
Japan,Keihin,2016,70.010002,16.202701,22.50375,4.652122,0.8438649,1.0001667,10.001667,7.801301,23.40275,4.075398,22.75433,4.271535,1.9003166,Config_25
Japan,Keihin,2017,70.010002,16.197302,22.49625,0.4513627,0.7452716,0.9502964,9.998334,7.7987,26.14553,4.13908,24.41361,4.105153,1.8433234,Config_25
Japan,Keihin,2018,70.010002,15.642881,21.60669,0.429321,0.7088773,0.8845848,9.457214,7.624551,24.86874,3.936954,23.2214,3.904683,1.7956274,Config_25
Japan,Keihin,2019,70.010002,15.432769,21.0417,0.3402153,0.7912573,0.4880443,9.73328,7.678981,26.67786,3.885844,21.63879,3.064168,1.8526384,Config_25
Japan,Keihin,2020,70.010002,,,0.04120719,0.8551064,,,,23.27968,2.330032,18.139714,1.6186416,,Config_25
Japan,Kubiki,2005,4.04,0.6,0.4,0,0,0.5,0.3,0,0,2,0,0,0.09999999,Config_0
Japan,Kubiki,2006,4.04,0.6,0.5,0,0,0.5,0.3,0,0,2,0,0,0.09999999,Config_0
Japan,Kubiki,2007,4.04,0.6,0.4,0,0,0.5,0.3,0,0,2,0,0,0.09999999,Config_0
Japan,Kubiki,2008,4.04,0.6,0.5,0,0,0.5,0.3,0,0,2,0,0,0.09999999,Config_0
Japan,Kubiki,2009,4.04,0.6,0.5,0,0,0.5,0.3,0,0,2,0,0,0.09999999,Config_0
Japan,Kubiki,2010,4.04,0.6,0.5,0,0,0.5,0.3,0,0,2,0,0,0.09999999,Config_0
Japan,Kubiki,2011,4.04,0.6,0.5,0,0,0.5,0.3,0,0,2,0,0,0.09999999,Config_0
Japan,Kubiki,2012,3.03,0.5,0.5,0,0,0.6,0.3,0,0,2,0,0,0.09999999,Config_0
